Quadrat,Transect,Site,Measurement,Value
2,4,SQ,PHRAG,NA
3,4,SQ,PHRAG,NA
1,1,SQ,PHRAG,NA
4,4,SQ,PHRAG,NA
5,4,SQ,PHRAG,NA
5,5,SQ,PHRAG,NA
4,5,SQ,PHRAG,NA
3,5,SQ,PHRAG,NA
2,5,SQ,PHRAG,NA
1,5,SQ,PHRAG,NA
1,6,SQ,PHRAG,NA
2,6,SQ,PHRAG,NA
3,6,SQ,PHRAG,NA
2,1,SQ,PHRAG,NA
4,6,SQ,PHRAG,NA
5,6,SQ,PHRAG,NA
1,7,SQ,PHRAG,NA
2,7,SQ,PHRAG,NA
3,7,SQ,PHRAG,NA
4,7,SQ,PHRAG,NA
5,7,SQ,PHRAG,NA
1,8,SQ,PHRAG,NA
2,8,SQ,PHRAG,NA
3,8,SQ,PHRAG,NA
3,1,SQ,PHRAG,NA
4,8,SQ,PHRAG,NA
5,8,SQ,PHRAG,NA
1,9,SQ,PHRAG,NA
2,9,SQ,PHRAG,NA
3,9,SQ,PHRAG,NA
4,9,SQ,PHRAG,NA
5,9,SQ,PHRAG,NA
1,10,SQ,PHRAG,NA
2,10,SQ,PHRAG,NA
3,10,SQ,PHRAG,NA
4,1,SQ,PHRAG,NA
4,10,SQ,PHRAG,NA
5,10,SQ,PHRAG,NA
1,11,SQ,PHRAG,NA
2,11,SQ,PHRAG,NA
3,11,SQ,PHRAG,NA
4,11,SQ,PHRAG,NA
5,11,SQ,PHRAG,NA
1,12,SQ,PHRAG,NA
2,12,SQ,PHRAG,NA
3,12,SQ,PHRAG,NA
5,1,SQ,PHRAG,NA
4,12,SQ,PHRAG,NA
5,12,SQ,PHRAG,NA
1,2,SQ,PHRAG,NA
2,2,SQ,PHRAG,NA
3,2,SQ,PHRAG,NA
4,2,W,PHRAG,NA
5,2,W,PHRAG,NA
1,3,W,PHRAG,NA
2,3,W,PHRAG,NA
3,3,W,PHRAG,NA
4,3,W,PHRAG,NA
5,3,W,PHRAG,NA
1,4,W,PHRAG,NA
2,4,W,PHRAG,NA
3,4,W,PHRAG,NA
1,1,W,PHRAG,NA
4,4,W,PHRAG,NA
5,4,W,PHRAG,NA
1,5,W,PHRAG,NA
2,5,W,PHRAG,NA
3,5,W,PHRAG,NA
4,5,W,PHRAG,NA
5,5,W,PHRAG,NA
1,6,W,PHRAG,NA
2,6,W,PHRAG,NA
3,6,W,PHRAG,NA
2,1,W,PHRAG,NA
4,6,W,PHRAG,NA
5,6,W,PHRAG,NA
1,7,W,PHRAG,NA
2,7,W,PHRAG,NA
3,7,W,PHRAG,NA
4,7,W,PHRAG,NA
5,7,W,PHRAG,NA
1,8,W,PHRAG,NA
2,8,W,PHRAG,NA
3,8,W,PHRAG,NA
3,1,W,PHRAG,NA
4,8,W,PHRAG,NA
5,8,W,PHRAG,NA
1,9,W,PHRAG,NA
2,9,W,PHRAG,NA
3,9,W,PHRAG,NA
4,9,W,PHRAG,NA
5,9,W,PHRAG,NA
1,10,W,PHRAG,NA
2,10,W,PHRAG,NA
3,10,W,PHRAG,NA
4,1,W,PHRAG,NA
4,10,W,PHRAG,NA
5,10,W,PHRAG,NA
1,11,W,PHRAG,NA
2,11,W,PHRAG,NA
3,11,W,PHRAG,NA
4,11,W,PHRAG,NA
5,11,W,PHRAG,NA
1,12,W,PHRAG,NA
2,12,W,PHRAG,NA
3,12,W,PHRAG,NA
5,1,W,PHRAG,NA
4,12,W,PHRAG,NA
5,12,W,PHRAG,NA
0,0,W,PHRAG,NA
0,0,W,PHRAG,NA
0,0,W,PHRAG,NA
0,0,W,PHRAG,NA
0,0,W,PHRAG,NA
0,0,W,PHRAG,NA
0,0,W,PHRAG,NA
0,0,W,PHRAG,NA
1,2,W,PHRAG,NA
0,0,W,PHRAG,NA
0,0,W,PHRAG,NA
0,0,W,PHRAG,NA
0,0,W,PHRAG,NA
0,0,W,PHRAG,NA
0,0,W,PHRAG,NA
2,2,W,PHRAG,NA
3,2,W,PHRAG,NA
2,11,EP,PLUDO,NA
1,11,EP,PLUDO,NA
5,10,EP,PLUDO,NA
4,10,EP,PLUDO,NA
3,10,EP,PLUDO,NA
2,10,EP,PLUDO,NA
1,10,EP,PLUDO,NA
1,9,EP,PLUDO,NA
2,9,EP,PLUDO,NA
3,9,EP,PLUDO,NA
1,12,EP,PLUDO,NA
4,9,EP,PLUDO,NA
5,9,EP,PLUDO,NA
1,8,EP,PLUDO,NA
2,8,EP,PLUDO,NA
3,8,EP,PLUDO,NA
4,8,EP,PLUDO,NA
5,8,EP,PLUDO,NA
1,7,EP,PLUDO,NA
2,7,EP,PLUDO,NA
3,7,EP,PLUDO,NA
2,12,EP,PLUDO,NA
4,7,EP,PLUDO,NA
5,7,EP,PLUDO,NA
1,6,EP,PLUDO,NA
2,6,EP,PLUDO,NA
3,6,EP,PLUDO,NA
4,6,EP,PLUDO,NA
5,6,EP,PLUDO,NA
5,5,EP,PLUDO,NA
4,5,EP,PLUDO,NA
3,5,EP,PLUDO,NA
3,12,EP,PLUDO,NA
2,5,EP,PLUDO,NA
1,5,EP,PLUDO,NA
1,4,EP,PLUDO,NA
2,4,EP,PLUDO,NA
3,4,EP,PLUDO,NA
4,4,EP,PLUDO,NA
5,4,EP,PLUDO,NA
5,3,EP,PLUDO,NA
4,3,EP,PLUDO,NA
3,3,EP,PLUDO,NA
4,12,EP,PLUDO,NA
2,3,EP,PLUDO,NA
1,3,EP,PLUDO,NA
1,2,EP,PLUDO,NA
2,2,EP,PLUDO,NA
3,2,EP,PLUDO,NA
4,2,EP,PLUDO,NA
5,2,EP,PLUDO,NA
1,1,EP,PLUDO,NA
2,1,EP,PLUDO,NA
3,1,EP,PLUDO,NA
5,12,EP,PLUDO,NA
4,1,EP,PLUDO,NA
5,1,EP,PLUDO,NA
5,11,EP,PLUDO,NA
4,11,EP,PLUDO,NA
3,11,EP,PLUDO,NA
4,8,GC,PLUDO,NA
5,8,GC,PLUDO,NA
1,12,GC,PLUDO,NA
2,12,GC,PLUDO,NA
3,12,GC,PLUDO,NA
4,12,GC,PLUDO,NA
5,12,GC,PLUDO,NA
1,7,GC,PLUDO,NA
2,7,GC,PLUDO,NA
1,6,GC,PLUDO,NA
1,10,GC,PLUDO,NA
2,6,GC,PLUDO,NA
5,1,GC,PLUDO,NA
1,4,GC,PLUDO,NA
2,4,GC,PLUDO,NA
3,4,GC,PLUDO,NA
4,4,GC,PLUDO,NA
5,4,GC,PLUDO,NA
1,5,GC,PLUDO,NA
2,5,GC,PLUDO,NA
3,5,GC,PLUDO,NA
2,10,GC,PLUDO,NA
4,5,GC,PLUDO,NA
5,5,GC,PLUDO,NA
1,11,GC,PLUDO,NA
2,11,GC,PLUDO,NA
3,11,GC,PLUDO,NA
4,11,GC,PLUDO,NA
5,11,GC,PLUDO,NA
1,9,GC,PLUDO,NA
2,9,GC,PLUDO,NA
3,9,GC,PLUDO,NA
3,10,GC,PLUDO,NA
4,9,GC,PLUDO,NA
5,9,GC,PLUDO,NA
5,7,GC,PLUDO,NA
4,7,GC,PLUDO,NA
3,7,GC,PLUDO,NA
5,6,GC,PLUDO,NA
4,6,GC,PLUDO,NA
4,10,GC,PLUDO,NA
5,10,GC,PLUDO,NA
1,8,GC,PLUDO,NA
2,8,GC,PLUDO,NA
3,8,GC,PLUDO,NA
4,2,Med,PLUDO,0
5,2,Med,PLUDO,4
1,3,Med,PLUDO,0
2,3,Med,PLUDO,0.5
3,3,Med,PLUDO,1
4,3,Med,PLUDO,30
5,3,Med,PLUDO,97
1,4,Med,PLUDO,0
2,4,Med,PLUDO,0
3,4,Med,PLUDO,0
1,1,Med,PLUDO,0
4,4,Med,PLUDO,0
5,4,Med,PLUDO,0
5,5,Med,PLUDO,0
4,5,Med,PLUDO,0
3,5,Med,PLUDO,0
2,5,Med,PLUDO,0
1,5,Med,PLUDO,0
1,6,Med,PLUDO,0
2,6,Med,PLUDO,0
3,6,Med,PLUDO,0
2,1,Med,PLUDO,0
4,6,Med,PLUDO,0
5,6,Med,PLUDO,2
1,7,Med,PLUDO,0
2,7,Med,PLUDO,0
3,7,Med,PLUDO,0
4,7,Med,PLUDO,0
5,7,Med,PLUDO,0
1,8,Med,PLUDO,0
2,8,Med,PLUDO,0
3,8,Med,PLUDO,0
3,1,Med,PLUDO,0
4,8,Med,PLUDO,0
5,8,Med,PLUDO,0
5,9,Med,PLUDO,0
4,9,Med,PLUDO,0
3,9,Med,PLUDO,0
2,9,Med,PLUDO,0
1,9,Med,PLUDO,0
5,10,Med,PLUDO,0
4,10,Med,PLUDO,0
3,10,Med,PLUDO,0
4,1,Med,PLUDO,0
2,10,Med,PLUDO,0
1,10,Med,PLUDO,0
1,11,Med,PLUDO,0
2,11,Med,PLUDO,0
3,11,Med,PLUDO,0
4,11,Med,PLUDO,0
5,11,Med,PLUDO,0
1,12,Med,PLUDO,0
2,12,Med,PLUDO,0
3,12,Med,PLUDO,0
5,1,Med,PLUDO,0
4,12,Med,PLUDO,0
5,12,Med,PLUDO,0
1,2,Med,PLUDO,0
2,2,Med,PLUDO,0
3,2,Med,PLUDO,0
4,2,N,PLUDO,NA
5,2,N,PLUDO,NA
1,3,N,PLUDO,NA
2,3,N,PLUDO,NA
3,3,N,PLUDO,NA
4,3,N,PLUDO,NA
5,3,N,PLUDO,NA
1,4,N,PLUDO,NA
2,4,N,PLUDO,NA
3,4,N,PLUDO,NA
1,1,N,PLUDO,NA
4,4,N,PLUDO,NA
5,4,N,PLUDO,NA
1,5,N,PLUDO,NA
2,5,N,PLUDO,NA
3,5,N,PLUDO,NA
4,5,N,PLUDO,NA
5,5,N,PLUDO,NA
1,6,N,PLUDO,NA
2,6,N,PLUDO,NA
3,6,N,PLUDO,NA
2,1,N,PLUDO,NA
4,6,N,PLUDO,NA
5,6,N,PLUDO,NA
1,7,N,PLUDO,NA
2,7,N,PLUDO,NA
3,7,N,PLUDO,NA
4,7,N,PLUDO,NA
5,7,N,PLUDO,NA
1,8,N,PLUDO,NA
2,8,N,PLUDO,NA
3,8,N,PLUDO,NA
3,1,N,PLUDO,NA
4,8,N,PLUDO,NA
5,8,N,PLUDO,NA
1,9,N,PLUDO,NA
2,9,N,PLUDO,NA
3,9,N,PLUDO,NA
4,9,N,PLUDO,NA
5,9,N,PLUDO,NA
1,10,N,PLUDO,NA
2,10,N,PLUDO,NA
3,10,N,PLUDO,NA
4,1,N,PLUDO,NA
4,10,N,PLUDO,NA
5,10,N,PLUDO,NA
1,11,N,PLUDO,NA
2,11,N,PLUDO,NA
3,11,N,PLUDO,NA
4,11,N,PLUDO,NA
5,11,N,PLUDO,NA
1,12,N,PLUDO,NA
2,12,N,PLUDO,NA
3,12,N,PLUDO,NA
5,1,N,PLUDO,NA
4,12,N,PLUDO,NA
5,12,N,PLUDO,NA
1,2,N,PLUDO,NA
2,2,N,PLUDO,NA
3,2,N,PLUDO,NA
4,2,PI,PLUDO,NA
5,2,PI,PLUDO,NA
1,3,PI,PLUDO,NA
2,3,PI,PLUDO,NA
3,3,PI,PLUDO,NA
4,3,PI,PLUDO,NA
5,3,PI,PLUDO,NA
1,4,PI,PLUDO,NA
2,4,PI,PLUDO,NA
3,4,PI,PLUDO,NA
1,1,PI,PLUDO,NA
4,4,PI,PLUDO,NA
5,4,PI,PLUDO,NA
1,5,PI,PLUDO,NA
2,5,PI,PLUDO,NA
3,5,PI,PLUDO,NA
4,5,PI,PLUDO,NA
5,5,PI,PLUDO,NA
1,6,PI,PLUDO,NA
2,6,PI,PLUDO,NA
3,6,PI,PLUDO,NA
2,1,PI,PLUDO,NA
4,6,PI,PLUDO,NA
5,6,PI,PLUDO,NA
1,7,PI,PLUDO,NA
2,7,PI,PLUDO,NA
3,7,PI,PLUDO,NA
4,7,PI,PLUDO,NA
5,7,PI,PLUDO,NA
1,8,PI,PLUDO,NA
2,8,PI,PLUDO,NA
3,8,PI,PLUDO,NA
3,1,PI,PLUDO,NA
4,8,PI,PLUDO,NA
5,8,PI,PLUDO,NA
1,9,PI,PLUDO,NA
2,9,PI,PLUDO,NA
3,9,PI,PLUDO,NA
4,9,PI,PLUDO,NA
5,9,PI,PLUDO,NA
1,10,PI,PLUDO,NA
2,10,PI,PLUDO,NA
3,10,PI,PLUDO,NA
4,1,PI,PLUDO,NA
4,10,PI,PLUDO,NA
5,10,PI,PLUDO,NA
1,11,PI,PLUDO,NA
2,11,PI,PLUDO,NA
3,11,PI,PLUDO,NA
4,11,PI,PLUDO,NA
5,11,PI,PLUDO,NA
1,12,PI,PLUDO,NA
2,12,PI,PLUDO,NA
3,12,PI,PLUDO,NA
5,1,PI,PLUDO,NA
4,12,PI,PLUDO,NA
5,12,PI,PLUDO,NA
1,2,PI,PLUDO,NA
2,2,PI,PLUDO,NA
3,2,PI,PLUDO,NA
4,2,PI15,PLUDO,NA
5,2,PI15,PLUDO,NA
1,3,PI15,PLUDO,NA
2,3,PI15,PLUDO,NA
3,3,PI15,PLUDO,NA
4,3,PI15,PLUDO,NA
5,3,PI15,PLUDO,NA
1,4,PI15,PLUDO,NA
2,4,PI15,PLUDO,NA
3,4,PI15,PLUDO,NA
1,1,PI15,PLUDO,NA
4,4,PI15,PLUDO,NA
5,4,PI15,PLUDO,NA
5,5,PI15,PLUDO,NA
4,5,PI15,PLUDO,NA
3,5,PI15,PLUDO,NA
2,5,PI15,PLUDO,NA
1,5,PI15,PLUDO,NA
1,6,PI15,PLUDO,NA
2,6,PI15,PLUDO,NA
3,6,PI15,PLUDO,NA
2,1,PI15,PLUDO,NA
4,6,PI15,PLUDO,NA
5,6,PI15,PLUDO,NA
1,7,PI15,PLUDO,NA
2,7,PI15,PLUDO,NA
3,7,PI15,PLUDO,NA
4,7,PI15,PLUDO,NA
5,7,PI15,PLUDO,NA
1,8,PI15,PLUDO,NA
2,8,PI15,PLUDO,NA
3,8,PI15,PLUDO,NA
3,1,PI15,PLUDO,NA
4,8,PI15,PLUDO,NA
5,8,PI15,PLUDO,NA
1,9,PI15,PLUDO,NA
2,9,PI15,PLUDO,NA
3,9,PI15,PLUDO,NA
4,9,PI15,PLUDO,NA
5,9,PI15,PLUDO,NA
1,10,PI15,PLUDO,NA
2,10,PI15,PLUDO,NA
3,10,PI15,PLUDO,NA
4,1,PI15,PLUDO,NA
4,10,PI15,PLUDO,NA
5,10,PI15,PLUDO,NA
1,11,PI15,PLUDO,NA
2,11,PI15,PLUDO,NA
3,11,PI15,PLUDO,NA
4,11,PI15,PLUDO,NA
5,11,PI15,PLUDO,NA
1,12,PI15,PLUDO,NA
2,12,PI15,PLUDO,NA
3,12,PI15,PLUDO,NA
5,1,PI15,PLUDO,NA
4,12,PI15,PLUDO,NA
5,12,PI15,PLUDO,NA
1,2,PI15,PLUDO,NA
2,2,PI15,PLUDO,NA
3,2,PI15,PLUDO,NA
4,2,SQ,PLUDO,NA
5,2,SQ,PLUDO,NA
1,3,SQ,PLUDO,NA
2,3,SQ,PLUDO,NA
3,3,SQ,PLUDO,NA
4,3,SQ,PLUDO,NA
5,3,SQ,PLUDO,NA
1,4,SQ,PLUDO,NA
2,4,SQ,PLUDO,NA
3,4,SQ,PLUDO,NA
1,1,SQ,PLUDO,NA
4,4,SQ,PLUDO,NA
5,4,SQ,PLUDO,NA
5,5,SQ,PLUDO,NA
4,5,SQ,PLUDO,NA
3,5,SQ,PLUDO,NA
2,5,SQ,PLUDO,NA
1,5,SQ,PLUDO,NA
1,6,SQ,PLUDO,NA
2,6,SQ,PLUDO,NA
3,6,SQ,PLUDO,NA
2,1,SQ,PLUDO,NA
4,6,SQ,PLUDO,NA
5,6,SQ,PLUDO,NA
1,7,SQ,PLUDO,NA
2,7,SQ,PLUDO,NA
3,7,SQ,PLUDO,NA
4,7,SQ,PLUDO,NA
5,7,SQ,PLUDO,NA
1,8,SQ,PLUDO,NA
2,8,SQ,PLUDO,NA
3,8,SQ,PLUDO,NA
3,1,SQ,PLUDO,NA
4,8,SQ,PLUDO,NA
5,8,SQ,PLUDO,NA
1,9,SQ,PLUDO,NA
2,9,SQ,PLUDO,NA
3,9,SQ,PLUDO,NA
4,9,SQ,PLUDO,NA
5,9,SQ,PLUDO,NA
1,10,SQ,PLUDO,NA
2,10,SQ,PLUDO,NA
3,10,SQ,PLUDO,NA
4,1,SQ,PLUDO,NA
4,10,SQ,PLUDO,NA
5,10,SQ,PLUDO,NA
1,11,SQ,PLUDO,NA
2,11,SQ,PLUDO,NA
3,11,SQ,PLUDO,NA
4,11,SQ,PLUDO,NA
5,11,SQ,PLUDO,NA
1,12,SQ,PLUDO,NA
2,12,SQ,PLUDO,NA
3,12,SQ,PLUDO,NA
5,1,SQ,PLUDO,NA
4,12,SQ,PLUDO,NA
5,12,SQ,PLUDO,NA
1,2,SQ,PLUDO,NA
2,2,SQ,PLUDO,NA
3,2,SQ,PLUDO,NA
4,2,W,PLUDO,NA
5,2,W,PLUDO,NA
1,3,W,PLUDO,NA
2,3,W,PLUDO,NA
3,3,W,PLUDO,NA
4,3,W,PLUDO,NA
5,3,W,PLUDO,NA
1,4,W,PLUDO,NA
2,4,W,PLUDO,NA
3,4,W,PLUDO,NA
1,1,W,PLUDO,NA
4,4,W,PLUDO,NA
5,4,W,PLUDO,NA
1,5,W,PLUDO,NA
2,5,W,PLUDO,NA
3,5,W,PLUDO,NA
4,5,W,PLUDO,NA
5,5,W,PLUDO,NA
1,6,W,PLUDO,NA
2,6,W,PLUDO,NA
3,6,W,PLUDO,NA
2,1,W,PLUDO,NA
4,6,W,PLUDO,NA
5,6,W,PLUDO,NA
1,7,W,PLUDO,NA
2,7,W,PLUDO,NA
3,7,W,PLUDO,NA
4,7,W,PLUDO,NA
5,7,W,PLUDO,NA
1,8,W,PLUDO,NA
2,8,W,PLUDO,NA
3,8,W,PLUDO,NA
3,1,W,PLUDO,NA
4,8,W,PLUDO,NA
5,8,W,PLUDO,NA
1,9,W,PLUDO,NA
2,9,W,PLUDO,NA
3,9,W,PLUDO,NA
4,9,W,PLUDO,NA
5,9,W,PLUDO,NA
1,10,W,PLUDO,NA
2,10,W,PLUDO,NA
3,10,W,PLUDO,NA
4,1,W,PLUDO,NA
4,10,W,PLUDO,NA
5,10,W,PLUDO,NA
1,11,W,PLUDO,NA
2,11,W,PLUDO,NA
3,11,W,PLUDO,NA
4,11,W,PLUDO,NA
5,11,W,PLUDO,NA
1,12,W,PLUDO,NA
2,12,W,PLUDO,NA
3,12,W,PLUDO,NA
5,1,W,PLUDO,NA
4,12,W,PLUDO,NA
5,12,W,PLUDO,NA
0,0,W,PLUDO,NA
0,0,W,PLUDO,NA
0,0,W,PLUDO,NA
0,0,W,PLUDO,NA
0,0,W,PLUDO,NA
0,0,W,PLUDO,NA
0,0,W,PLUDO,NA
0,0,W,PLUDO,NA
1,2,W,PLUDO,NA
0,0,W,PLUDO,NA
0,0,W,PLUDO,NA
0,0,W,PLUDO,NA
0,0,W,PLUDO,NA
0,0,W,PLUDO,NA
0,0,W,PLUDO,NA
2,2,W,PLUDO,NA
3,2,W,PLUDO,NA
2,11,EP,SCHARU,NA
1,11,EP,SCHARU,NA
5,10,EP,SCHARU,NA
4,10,EP,SCHARU,NA
3,10,EP,SCHARU,NA
2,10,EP,SCHARU,NA
1,10,EP,SCHARU,NA
1,9,EP,SCHARU,NA
2,9,EP,SCHARU,NA
3,9,EP,SCHARU,NA
1,12,EP,SCHARU,NA
4,9,EP,SCHARU,NA
5,9,EP,SCHARU,NA
1,8,EP,SCHARU,NA
2,8,EP,SCHARU,NA
3,8,EP,SCHARU,NA
4,8,EP,SCHARU,NA
5,8,EP,SCHARU,NA
1,7,EP,SCHARU,NA
2,7,EP,SCHARU,NA
3,7,EP,SCHARU,NA
2,12,EP,SCHARU,NA
4,7,EP,SCHARU,NA
5,7,EP,SCHARU,NA
1,6,EP,SCHARU,NA
2,6,EP,SCHARU,NA
3,6,EP,SCHARU,NA
4,6,EP,SCHARU,NA
5,6,EP,SCHARU,NA
5,5,EP,SCHARU,NA
4,5,EP,SCHARU,NA
3,5,EP,SCHARU,NA
3,12,EP,SCHARU,NA
2,5,EP,SCHARU,NA
1,5,EP,SCHARU,NA
1,4,EP,SCHARU,NA
2,4,EP,SCHARU,NA
3,4,EP,SCHARU,NA
4,4,EP,SCHARU,NA
5,4,EP,SCHARU,NA
5,3,EP,SCHARU,NA
4,3,EP,SCHARU,NA
3,3,EP,SCHARU,NA
4,12,EP,SCHARU,NA
2,3,EP,SCHARU,NA
1,3,EP,SCHARU,NA
1,2,EP,SCHARU,NA
2,2,EP,SCHARU,NA
3,2,EP,SCHARU,NA
4,2,EP,SCHARU,NA
5,2,EP,SCHARU,NA
1,1,EP,SCHARU,NA
2,1,EP,SCHARU,NA
3,1,EP,SCHARU,NA
5,12,EP,SCHARU,NA
4,1,EP,SCHARU,NA
5,1,EP,SCHARU,NA
5,11,EP,SCHARU,NA
4,11,EP,SCHARU,NA
3,11,EP,SCHARU,NA
4,8,GC,SCHARU,NA
5,8,GC,SCHARU,NA
1,12,GC,SCHARU,NA
2,12,GC,SCHARU,NA
3,12,GC,SCHARU,NA
4,12,GC,SCHARU,NA
5,12,GC,SCHARU,NA
1,7,GC,SCHARU,NA
2,7,GC,SCHARU,NA
1,6,GC,SCHARU,NA
1,10,GC,SCHARU,NA
2,6,GC,SCHARU,NA
5,1,GC,SCHARU,NA
1,4,GC,SCHARU,NA
2,4,GC,SCHARU,NA
3,4,GC,SCHARU,NA
4,4,GC,SCHARU,NA
5,4,GC,SCHARU,NA
1,5,GC,SCHARU,NA
2,5,GC,SCHARU,NA
3,5,GC,SCHARU,NA
2,10,GC,SCHARU,NA
4,5,GC,SCHARU,NA
5,5,GC,SCHARU,NA
1,11,GC,SCHARU,NA
2,11,GC,SCHARU,NA
3,11,GC,SCHARU,NA
4,11,GC,SCHARU,NA
5,11,GC,SCHARU,NA
1,9,GC,SCHARU,NA
2,9,GC,SCHARU,NA
3,9,GC,SCHARU,NA
3,10,GC,SCHARU,NA
4,9,GC,SCHARU,NA
5,9,GC,SCHARU,NA
5,7,GC,SCHARU,NA
4,7,GC,SCHARU,NA
3,7,GC,SCHARU,NA
5,6,GC,SCHARU,NA
4,6,GC,SCHARU,NA
4,10,GC,SCHARU,NA
5,10,GC,SCHARU,NA
1,8,GC,SCHARU,NA
2,8,GC,SCHARU,NA
3,8,GC,SCHARU,NA
4,2,Med,SCHARU,0
5,2,Med,SCHARU,0
1,3,Med,SCHARU,0
2,3,Med,SCHARU,0
3,3,Med,SCHARU,0
4,3,Med,SCHARU,0
5,3,Med,SCHARU,0
1,4,Med,SCHARU,0
2,4,Med,SCHARU,0
3,4,Med,SCHARU,0
1,1,Med,SCHARU,0
4,4,Med,SCHARU,0
5,4,Med,SCHARU,0
5,5,Med,SCHARU,0
4,5,Med,SCHARU,0
3,5,Med,SCHARU,0
2,5,Med,SCHARU,0
1,5,Med,SCHARU,0
1,6,Med,SCHARU,0
2,6,Med,SCHARU,0
3,6,Med,SCHARU,0
2,1,Med,SCHARU,0
4,6,Med,SCHARU,0
5,6,Med,SCHARU,0
1,7,Med,SCHARU,0
2,7,Med,SCHARU,0
3,7,Med,SCHARU,0
4,7,Med,SCHARU,0
5,7,Med,SCHARU,0
1,8,Med,SCHARU,0
2,8,Med,SCHARU,0
3,8,Med,SCHARU,0
3,1,Med,SCHARU,0
4,8,Med,SCHARU,0
5,8,Med,SCHARU,1
5,9,Med,SCHARU,0
4,9,Med,SCHARU,0
3,9,Med,SCHARU,0
2,9,Med,SCHARU,0
1,9,Med,SCHARU,0
5,10,Med,SCHARU,0
4,10,Med,SCHARU,0
3,10,Med,SCHARU,0
4,1,Med,SCHARU,0
2,10,Med,SCHARU,0
1,10,Med,SCHARU,0
1,11,Med,SCHARU,0
2,11,Med,SCHARU,0
3,11,Med,SCHARU,0
4,11,Med,SCHARU,0
5,11,Med,SCHARU,0
1,12,Med,SCHARU,0
2,12,Med,SCHARU,0
3,12,Med,SCHARU,0
5,1,Med,SCHARU,0
4,12,Med,SCHARU,0
5,12,Med,SCHARU,0
1,2,Med,SCHARU,0
2,2,Med,SCHARU,0
3,2,Med,SCHARU,0
4,2,N,SCHARU,NA
5,2,N,SCHARU,NA
1,3,N,SCHARU,NA
2,3,N,SCHARU,NA
3,3,N,SCHARU,NA
4,3,N,SCHARU,NA
5,3,N,SCHARU,NA
1,4,N,SCHARU,NA
2,4,N,SCHARU,NA
3,4,N,SCHARU,NA
1,1,N,SCHARU,NA
4,4,N,SCHARU,NA
5,4,N,SCHARU,NA
1,5,N,SCHARU,NA
2,5,N,SCHARU,NA
3,5,N,SCHARU,NA
4,5,N,SCHARU,NA
5,5,N,SCHARU,NA
1,6,N,SCHARU,NA
2,6,N,SCHARU,NA
3,6,N,SCHARU,NA
2,1,N,SCHARU,NA
4,6,N,SCHARU,NA
5,6,N,SCHARU,NA
1,7,N,SCHARU,NA
2,7,N,SCHARU,NA
3,7,N,SCHARU,NA
4,7,N,SCHARU,NA
5,7,N,SCHARU,NA
1,8,N,SCHARU,NA
2,8,N,SCHARU,NA
3,8,N,SCHARU,NA
3,1,N,SCHARU,NA
4,8,N,SCHARU,NA
5,8,N,SCHARU,NA
1,9,N,SCHARU,NA
2,9,N,SCHARU,NA
3,9,N,SCHARU,NA
4,9,N,SCHARU,NA
5,9,N,SCHARU,NA
1,10,N,SCHARU,NA
2,10,N,SCHARU,NA
3,10,N,SCHARU,NA
4,1,N,SCHARU,NA
4,10,N,SCHARU,NA
5,10,N,SCHARU,NA
1,11,N,SCHARU,NA
2,11,N,SCHARU,NA
3,11,N,SCHARU,NA
4,11,N,SCHARU,NA
5,11,N,SCHARU,NA
1,12,N,SCHARU,NA
2,12,N,SCHARU,NA
3,12,N,SCHARU,NA
5,1,N,SCHARU,NA
4,12,N,SCHARU,NA
5,12,N,SCHARU,NA
1,2,N,SCHARU,NA
2,2,N,SCHARU,NA
3,2,N,SCHARU,NA
4,2,PI,SCHARU,NA
5,2,PI,SCHARU,NA
1,3,PI,SCHARU,NA
2,3,PI,SCHARU,NA
3,3,PI,SCHARU,NA
4,3,PI,SCHARU,NA
5,3,PI,SCHARU,NA
1,4,PI,SCHARU,NA
2,4,PI,SCHARU,NA
3,4,PI,SCHARU,NA
1,1,PI,SCHARU,NA
4,4,PI,SCHARU,NA
5,4,PI,SCHARU,NA
1,5,PI,SCHARU,NA
2,5,PI,SCHARU,NA
3,5,PI,SCHARU,NA
4,5,PI,SCHARU,NA
5,5,PI,SCHARU,NA
1,6,PI,SCHARU,NA
2,6,PI,SCHARU,NA
3,6,PI,SCHARU,NA
2,1,PI,SCHARU,NA
4,6,PI,SCHARU,NA
5,6,PI,SCHARU,NA
1,7,PI,SCHARU,NA
2,7,PI,SCHARU,NA
3,7,PI,SCHARU,NA
4,7,PI,SCHARU,NA
5,7,PI,SCHARU,NA
1,8,PI,SCHARU,NA
2,8,PI,SCHARU,NA
3,8,PI,SCHARU,NA
3,1,PI,SCHARU,NA
4,8,PI,SCHARU,NA
5,8,PI,SCHARU,NA
1,9,PI,SCHARU,NA
2,9,PI,SCHARU,NA
3,9,PI,SCHARU,NA
4,9,PI,SCHARU,NA
5,9,PI,SCHARU,NA
1,10,PI,SCHARU,NA
2,10,PI,SCHARU,NA
3,10,PI,SCHARU,NA
4,1,PI,SCHARU,NA
4,10,PI,SCHARU,NA
5,10,PI,SCHARU,NA
1,11,PI,SCHARU,NA
2,11,PI,SCHARU,NA
3,11,PI,SCHARU,NA
4,11,PI,SCHARU,NA
5,11,PI,SCHARU,NA
1,12,PI,SCHARU,NA
2,12,PI,SCHARU,NA
3,12,PI,SCHARU,NA
5,1,PI,SCHARU,NA
4,12,PI,SCHARU,NA
5,12,PI,SCHARU,NA
