Date started,Date finished,Recorder (initials),sample code,site,Transect,Quadrat,Square #,Species,Count,notes,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B6,Delphacodes,4,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B6,Paraclius sp.,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B6,Orobatid mite,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B6,Amphipoda,3,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B5,Anurida maritima,3,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B5,Amphipoda,4,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B5,Chloropidae,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B5,Linyphidae,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B5,Delphacodes,4,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B2,Linyphidae,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B2,Prokelisia sp,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B2,Amphipoda,4,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,B2,Delphacodes,3,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,C1,Hydrophilidae larvae,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,C1,Linyphidae,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,C1,Amphipoda,5,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,C1,Delphacodes,4,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,C1,Orobatid mite,3,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,C4,Anurida maritima,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,C4,Amphipoda,3,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,C4,Delphacodes,4,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,C4,Orobatid mite,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,C4,Pardosa sp.,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D6,Anurida maritima,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D6,Grammonota trivitatta,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D6,Amphipoda,3,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D6,Linyphidae,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D3,callitula sp,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D3,Paraclius sp.,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D3,Pardosa sp.,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D3,Amphipoda,4,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D3,Delphacodes,3,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D3,Orobatid mite,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D3,Cicadellidae,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D2,Anurida maritima,5,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D2,callitula sp,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D2,Amphipoda,4,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,D2,Linyphidae,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,E1,Acrodactyla sp,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,E1,Amphipoda,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,E1,Linyphidae,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,E1,Anurida maritima,3,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,E1,Orobatid mite,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,E4,Amphipoda,3,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,E4,Linyphidae,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,E4,Pardosa sp.,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F5,Paraclius sp.,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F5,Clubonia sp,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F5,Linyphidae,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F2,Amphipoda,5,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F2,Linyphidae,3,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F2,Orobatid mite,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F2,Anurida maritima,3,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F1,Anurida maritima,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F1,Delphacodes,4,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F1,Linyphidae,2,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F1,Orobatid mite,3,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F1,Clubonia sp,1,,,,
1/5/17,1/5/17,MH,GCT4Q1,GC,4,1,F1,Chloropidae,1,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,A1,Orobatid mite,1,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,A1,Amphipoda,1,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,A3,NA,NA,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,A5,Cicadellidae,1,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,B4,Spathius sp.,1,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,B2,NA,NA,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,C1,Orobatid mite,2,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,C3,Orobatid mite,1,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,C4,Salticidae,1,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,C4,Orobatid mite,3,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,D2,Amphipoda,1,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,D1,Cicadellidae,1,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,D5,Trombid mite,1,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,E3,Orobatid mite,1,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,E3,Cicadellidae,1,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,E5,NA,NA,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,E6,Orobatid mite,4,,,,
1/5/17,1/5/17,MH,GCT10Q3,GC,10,3,F1,Orobatid mite,2,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,A1,Orobatid mite,6,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,A1,Delphacodes,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,A3,Orobatid mite,3,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,A3,Cecidomyidae,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,A5,NA,NA,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,B4,Orobatid mite,2,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,B4,callitula sp,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,B4,Trombid mite,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,B4,Paraclius sp.,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,B2,Orobatid mite,2,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,B2,Prokelisia sp,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,C1,NA,NA,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,C3,callitula sp,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,C3,Trombid mite,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,C4,NA,NA,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,D2,Paraclius sp.,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,D2,Orobatid mite,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,D1,Spathius sp.,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,D5,Cyphon sp.,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,E3,callitula sp,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,E3,Orobatid mite,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,E5,NA,NA,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,E6,Tipula sp.,1,,,,
1/5/17,1/5/17,MH,GCT11Q3,GC,11,3,F1,Orobatid mite,2,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,A5,Venzilla parvus,5,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,A5,Trombid mite,2,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,A5,Megamealus sp.,15,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,A5,callitula sp,1,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,A5,Clubonia sp,2,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,A5,hemiptera nymph,17,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,A5,Dohrniphora sp,13,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,A5,Pardosa sp.,3,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,A5,Prokelisia sp,124,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,B2,Paraclius sp.,1,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,B2,Prokelisia sp,82,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,B2,Trombid mite,1,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,B2,Venzilla parvus,2,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,B2,Dohrniphora sp,4,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,B2,Thripidae sp.,1,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,B2,Chloropidae,2,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,B2,hemiptera nymph,22,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,B2,callitula sp,1,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,D5,Amphipoda,2,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,D5,Pardosa sp.,2,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,D5,Trombid mite,3,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,D5,Orobatid mite,4,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,D5,Venzilla parvus,1,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,D5,hemiptera nymph,29,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,D5,Dohrniphora sp,2,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,D5,Chloropidae,2,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,D5,Prokelisia sp,49,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,E6,Trombid mite,5,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,E6,Venzilla parvus,3,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,E6,Clubonia sp,2,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,E6,hemiptera nymph,16,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,E6,Pardosa sp.,1,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,E6,Dohrniphora sp,4,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,E6,Chloropidae,1,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,E6,Prokelisia sp,36,,,,
01/04/17,01/04/17,SS,PIT5Q3,GC,5,3,E6,Orobatid mite,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,A1,Grammonota trivitatta,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,A1,Melampus bidentata,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,A1,Orobatid mite,4,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,A3,Orobatid mite,5,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,A5,Orobatid mite,6,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,B4,Orobatid mite,8,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,B4,Venzilla parvus,2,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,B4,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,B2,Orobatid mite,5,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,B2,Venzilla parvus,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,C1,Orobatid mite,7,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,C1,Melampus bidentata,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,C3,Grammonota trivitatta,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,C3,Cicadellidae,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,C4,Orobatid mite,6,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,D2,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,D2,Orobatid mite,6,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,D1,Orobatid mite,9,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,D5,Orobatid mite,4,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,E3,Venzilla parvus,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,E3,Orobatid mite,6,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,E5,Orobatid mite,4,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,E6,Venzilla parvus,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,F1,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,F1,Orobatid mite,7,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,F1,Grammonota trivitatta,1,,,,
1/6/17,1/6/17,MH,GCT8Q3,GC,8,3,F1,Venzilla parvus,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,A1,Orobatid mite,4,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,A1,Chloropidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,A1,Cicadellidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,A1,Prokelisia sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,A3,Paraclius sp.,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,A3,Grammonota trivitatta,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,A3,Erythrid mite,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,A3,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,A5,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,A5,Linyphidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,A5,Grammonota trivitatta,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,A5,Melampus bidentata,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,B6,Paraclius sp.,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,B6,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,B2,Tytthus sp.,2,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,B2,Linyphidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,B2,Grammonota trivitatta,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,B2,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,B2,Erythrid mite,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C1,Chloropidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C1,Acrodactyla sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C1,Orobatid mite,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C1,Chloropidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C1,Cicadellidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C3,Chloropidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C3,Orobatid mite,4,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C3,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C3,Grammonota trivitatta,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C4,Linyphidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C4,Amphipoda,3,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C4,Melampus bidentata,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,C4,Cicadellidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,D2,Orobatid mite,8,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,D2,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,D2,Erythrid mite,2,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,D2,Prokelisia sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,D5,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,D5,Erythrid mite,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,D5,Orobatid mite,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,E3,Orobatid mite,4,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,E3,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,E3,Erythrid mite,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,E5,Tytthus sp.,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,E6,Orobatid mite,4,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,F1,Orobatid mite,2,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,F1,Paraclius sp.,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,F1,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,F1,Erythrid mite,3,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,F4,Orobatid mite,4,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,F4,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q3,GC,9,3,F4,Prokelisia sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A1,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A1,Chaetopsis sp.,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A1,Delphacodes,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A1,Linyphidae,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A1,callitula sp,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A1,Chloropidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A4,Chaetopsis sp.,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A4,Linyphidae,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A4,Amphipoda,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A4,Grammonota trivitatta,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A4,Chloropidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A4,Cecidomyidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,A4,Clubonia sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B6,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B6,Chloropidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B6,Delphacodes,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B6,Orobatid mite,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B6,Linyphidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B3,Delphacodes,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B3,Linyphidae,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B3,Orobatid mite,3,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B3,Chloropidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B3,Cecidomyidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B1,Paraclius sp.,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B1,Chloropidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B1,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B1,Linyphidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B1,Delphacodes,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,B1,Clubonia sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,C2,Linyphidae,4,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,C2,Amphipoda,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,C2,Chloropidae,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,C2,Orobatid mite,3,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,C2,callitula sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,C4,Chaetopsis sp.,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,C4,Chloropidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,C4,Cecidomyidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,C4,Orobatid mite,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,C4,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D5,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D5,Linyphidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D5,Chaetopsis sp.,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D5,Orobatid mite,3,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D5,Prokelisia sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D5,Haplogonatopus,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D3,Amphipoda,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D3,Chaetopsis sp.,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D3,Orobatid mite,3,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D3,Linyphidae,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D3,Chloropidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D1,Chloropidae,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D1,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D1,Orobatid mite,3,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,D1,Linyphidae,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,E3,Paraclius sp.,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,E3,Prokelisia sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,E3,Linyphidae,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,E3,Orobatid mite,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,E5,Clubonia sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,E5,Prokelisia sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,E5,Linyphidae,3,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,E5,Orobatid mite,3,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,E5,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,E5,Paraclius sp.,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,F6,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,F6,Linyphidae,3,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,F6,Trigonotylus sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,F6,Orobatid mite,4,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,F6,Paraclius sp.,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,F4,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,F4,Linyphidae,2,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,F4,Orobatid mite,3,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,F4,Acrodactyla sp,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,F1,Orobatid mite,1,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,F1,Amphipoda,3,,,,
1/6/17,1/6/17,MH,GCT9Q1,GC,9,1,F1,Linyphidae,2,,,,
1/6/17,1/6/17,MH,GCT8Q5,GC,8,5,A1,Amphipoda,1,,,,
1/6/17,1/6/17,MH,GCT8Q5,GC,8,5,A1,Pardosa sp.,1,,,,
1/6/17,1/6/17,MH,GCT8Q5,GC,8,5,A1,Dohrniphora sp,1,,,,
1/6/17,1/6/17,MH,GCT8Q5,GC,8,5,A1,Chloropidae,2,,,,
1/6/17,1/6/17,MH,GCT8Q5,GC,8,5,A1,Prokelisia sp,2,,,,
1/6/17,1/6/17,MH,GCT8Q5,GC,8,5,A1,Orobatid mite,1,,,,
